City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3hrs),Snow inches (last 3hrs)
441,Samana,DO,2022-04-16 00:57:00,19.2056,-69.3369,74.26,86,11,11.12,few clouds,0.0,0.0
442,Moba,CN,2022-04-16 00:57:00,33.2288,105.0179,38.14,80,100,2.57,overcast clouds,0.0,0.0
443,Muros,ES,2022-04-16 00:57:01,42.7762,-9.0603,50.85,91,3,1.79,clear sky,0.0,0.0
444,Kahta,TR,2022-04-16 00:57:01,37.7855,38.6237,52.97,53,0,4.68,clear sky,0.0,0.0
445,Batemans Bay,AU,2022-04-16 00:57:01,-35.7167,150.1833,68.09,50,100,2.39,overcast clouds,0.0,0.0
446,Arcos,BR,2022-04-16 00:57:02,-20.2819,-45.5394,63.1,92,0,4.9,clear sky,0.0,0.0
447,Richards Bay,ZA,2022-04-16 00:57:02,-28.783,32.0377,67.35,87,99,14.67,light rain,0.0,0.0
448,Bandarbeyla,SO,2022-04-16 00:57:03,9.4942,50.8122,82.74,70,100,5.91,overcast clouds,0.0,0.0
449,Khilchipur,IN,2022-04-16 00:57:03,24.0333,76.5667,81.52,30,0,10.16,clear sky,0.0,0.0
450,Wattegama,LK,2022-04-16 00:57:04,6.7989,81.4808,75.33,91,21,3.42,few clouds,0.0,0.0
451,Wana,PK,2022-04-16 00:57:04,32.2989,69.5725,63.68,31,1,2.89,clear sky,0.0,0.0
452,Fords,US,2022-04-16 00:57:05,40.5293,-74.316,64.27,31,0,8.99,clear sky,0.0,0.0
453,Shahpura,IN,2022-04-16 00:57:05,27.3833,75.9667,77.67,16,0,6.04,clear sky,0.0,0.0
454,Bartica,GY,2022-04-16 00:57:06,6.4,-58.6167,77.32,96,93,2.64,overcast clouds,0.0,0.0
455,Maridi,SS,2022-04-16 00:57:06,4.9158,29.4742,67.15,96,100,5.55,overcast clouds,0.0,0.0
456,Dauriya,RU,2022-04-16 00:57:07,49.9333,116.8667,41.18,49,100,8.59,overcast clouds,0.0,0.0
457,Pottsville,US,2022-04-16 00:57:07,40.6857,-76.1955,60.44,55,79,10.78,broken clouds,0.0,0.0
458,Roald,NO,2022-04-16 00:57:07,62.5833,6.1333,46.76,93,99,8.05,overcast clouds,0.0,0.0
459,Saint Anthony,US,2022-04-16 00:57:08,45.0205,-93.218,30.29,63,74,5.01,broken clouds,0.0,0.0
460,Fleetwood,GB,2022-04-16 00:57:08,53.9253,-3.0109,50.85,87,100,2.37,overcast clouds,0.0,0.0
461,Severo-Kurilsk,RU,2022-04-16 00:57:08,50.6789,156.125,32.14,82,99,2.42,overcast clouds,0.0,0.0
462,Naze,JP,2022-04-16 00:57:09,28.3667,129.4833,65.32,61,30,20.69,scattered clouds,0.0,0.0
463,Desbiens,CA,2022-04-16 00:57:09,48.4178,-71.9495,40.96,81,85,7.61,overcast clouds,0.0,0.0
464,Kihei,US,2022-04-16 00:57:09,20.785,-156.4656,77.97,86,95,9.1,overcast clouds,0.0,0.0
465,Ilulissat,GL,2022-04-16 00:57:10,69.2167,-51.1,-7.89,93,17,7.23,few clouds,0.0,0.0
466,Barcelos,PT,2022-04-16 00:57:10,41.5388,-8.6151,58.91,90,62,2.53,broken clouds,0.0,0.0
467,Bjornevatn,NO,2022-04-16 00:57:10,69.6672,29.9847,35.22,80,100,3.44,overcast clouds,0.0,0.0
468,Karpathos,GR,2022-04-16 00:57:11,35.507,27.2132,53.56,82,96,2.3,overcast clouds,0.0,0.0
469,Alice Springs,AU,2022-04-16 00:53:24,-23.7,133.8833,87.35,22,5,13.8,clear sky,0.0,0.0
470,Teguldet,RU,2022-04-16 00:57:11,57.3064,88.1667,38.44,93,100,3.56,overcast clouds,0.0,0.0
471,Honiara,SB,2022-04-16 00:56:42,-9.4333,159.95,84.87,68,100,3.67,overcast clouds,0.0,0.0
472,Eyl,SO,2022-04-16 00:57:12,7.9803,49.8164,79.16,80,15,1.77,few clouds,0.0,0.0
473,Qianan,CN,2022-04-16 00:57:12,44.9932,124.0581,54.61,28,65,15.28,broken clouds,0.0,0.0
474,Puerto Ayacucho,VE,2022-04-16 00:57:12,5.6639,-67.6236,77.52,79,94,4.74,overcast clouds,0.0,0.0
475,Warrnambool,AU,2022-04-16 00:57:13,-38.3833,142.4833,69.82,67,7,1.36,clear sky,0.0,0.0
476,Kidal,ML,2022-04-16 00:54:58,18.4411,1.4078,77.77,12,24,11.43,few clouds,0.0,0.0
477,Severnoye,RU,2022-04-16 00:57:13,56.3491,78.3619,43.56,67,83,9.46,broken clouds,0.0,0.0
478,Skorodnoye,RU,2022-04-16 00:57:14,51.071,37.2276,48.2,78,100,10.96,overcast clouds,0.0,0.0
479,Barsovo,RU,2022-04-16 00:57:15,61.1667,73.1667,48.33,85,100,11.07,overcast clouds,0.0,0.0
480,Tigil,RU,2022-04-16 00:53:03,57.8,158.6667,29.25,89,100,12.68,light snow,0.0,0.0
481,Tallahassee,US,2022-04-16 00:57:15,30.4383,-84.2807,73.85,63,1,6.35,clear sky,0.0,0.0
482,Amapa,BR,2022-04-16 00:57:16,1.0,-52.0,71.78,99,100,1.77,overcast clouds,0.0,0.0
483,Port Macquarie,AU,2022-04-16 00:57:16,-31.4333,152.9167,73.89,58,98,6.91,overcast clouds,0.0,0.0
484,Hukuntsi,BW,2022-04-16 00:57:17,-24.0,21.75,63.88,46,31,11.5,scattered clouds,0.0,0.0
485,Morgan City,US,2022-04-16 00:57:17,29.6994,-91.2068,76.01,88,6,9.53,clear sky,0.0,0.0
486,Muzhi,RU,2022-04-16 00:57:17,65.3667,64.6667,20.07,86,97,10.0,overcast clouds,0.0,0.0
487,Puerto Lempira,HN,2022-04-16 00:57:18,15.2667,-83.7667,80.74,78,40,9.22,scattered clouds,0.0,0.0
488,Hurghada,EG,2022-04-16 00:57:18,27.2574,33.8129,71.64,35,0,6.91,clear sky,0.0,0.0
489,Bengkulu,ID,2022-04-16 00:57:18,-3.8004,102.2655,78.44,84,100,3.04,overcast clouds,0.0,0.0
490,Kalyazin,RU,2022-04-16 00:57:19,57.2403,37.8433,32.02,99,100,12.82,snow,0.0,0.0
491,Samagaltay,RU,2022-04-16 00:57:19,50.6022,95.0047,35.42,35,49,1.68,scattered clouds,0.0,0.0
492,Itoman,JP,2022-04-16 00:57:20,26.1247,127.6694,73.42,56,40,19.57,scattered clouds,0.0,0.0
493,Dmitriyevka,RU,2022-04-16 00:57:20,54.75,55.3333,40.55,90,100,14.41,overcast clouds,0.0,0.0
494,Prainha,BR,2022-04-16 00:57:20,-1.8,-53.48,74.37,97,100,3.13,overcast clouds,0.0,0.0
495,Puerto Narino,CO,2022-04-16 00:57:21,-3.7703,-70.3831,73.22,95,99,2.62,overcast clouds,0.0,0.0
496,Shorapur,IN,2022-04-16 00:57:21,16.5167,76.75,83.68,39,100,7.83,overcast clouds,0.0,0.0
497,Rawson,AR,2022-04-16 00:57:21,-43.3002,-65.1023,64.13,55,1,13.06,clear sky,0.0,0.0
498,Bereznik,RU,2022-04-16 00:57:22,62.8551,42.7072,19.33,96,17,3.94,few clouds,0.0,0.0
499,Hue,VN,2022-04-16 00:54:46,16.4667,107.6,78.91,94,40,2.3,mist,0.0,0.0
500,Arraias,BR,2022-04-16 00:57:22,-12.9288,-46.9437,69.35,89,100,1.3,overcast clouds,0.0,0.0
501,Callaguip,PH,2022-04-16 00:57:23,18.0714,120.4867,82.42,65,20,5.75,few clouds,0.0,0.0
502,Lithgow,AU,2022-04-16 00:57:23,-33.4833,150.15,63.48,48,21,3.98,few clouds,0.0,0.0
503,Chicama,PE,2022-04-16 00:57:23,-7.8447,-79.1469,61.34,77,60,6.8,broken clouds,0.0,0.0
504,Bagua Grande,PE,2022-04-16 00:57:24,-5.7561,-78.4411,76.03,87,96,2.21,light rain,0.0,0.0
505,Catamarca,AR,2022-04-16 00:57:24,-28.4696,-65.7852,59.47,69,12,12.46,few clouds,0.0,0.0
506,Ulladulla,AU,2022-04-16 00:53:44,-35.35,150.4667,72.77,62,100,3.38,overcast clouds,0.0,0.0
507,Puerto Leguizamo,CO,2022-04-16 00:57:25,-0.1934,-74.7819,72.63,97,80,1.41,broken clouds,0.0,0.0
508,Paamiut,GL,2022-04-16 00:57:25,61.994,-49.6678,22.5,78,17,13.91,few clouds,0.0,0.0
509,Irondequoit,US,2022-04-16 00:54:34,43.2134,-77.5797,54.88,61,99,1.99,overcast clouds,0.0,0.0
510,Pajapan,MX,2022-04-16 00:57:25,18.25,-94.7,77.45,86,78,8.68,broken clouds,0.0,0.0
511,Bahir Dar,ET,2022-04-16 00:57:26,11.5936,37.3908,68.81,61,100,1.61,light rain,0.0,0.0
512,Damghan,IR,2022-04-16 00:57:26,36.1683,54.348,55.2,58,0,4.68,clear sky,0.0,0.0
513,Meadow Lake,US,2022-04-16 00:57:26,34.8014,-106.5436,75.49,3,100,16.2,overcast clouds,0.0,0.0
514,Zachary,US,2022-04-16 00:57:27,30.6485,-91.1565,76.69,94,9,6.26,clear sky,0.0,0.0
515,Xining,CN,2022-04-16 00:57:27,36.6167,101.7667,41.29,70,88,1.16,overcast clouds,0.0,0.0
516,Robertsport,LR,2022-04-16 00:57:27,6.7533,-11.3686,79.45,89,66,8.28,broken clouds,0.0,0.0
517,Glogow,PL,2022-04-16 00:57:28,51.6636,16.0845,39.06,80,100,10.76,overcast clouds,0.0,0.0
518,Mayumba,GA,2022-04-16 00:57:28,-3.432,10.6554,77.18,89,96,2.3,overcast clouds,0.0,0.0
519,Licata,IT,2022-04-16 00:57:28,37.1071,13.9461,55.89,55,100,12.77,overcast clouds,0.0,0.0
520,Whitehorse,CA,2022-04-16 00:57:29,60.7161,-135.0538,44.1,15,40,3.44,scattered clouds,0.0,0.0
521,Itanhem,BR,2022-04-16 00:57:29,-17.1664,-40.33,70.05,93,100,5.64,light rain,0.0,0.0
522,Ternate,ID,2022-04-16 00:57:29,0.8,127.4,84.33,71,92,4.7,overcast clouds,0.0,0.0
523,Mandera,KE,2022-04-16 00:57:30,3.9366,41.867,80.49,67,96,8.66,light rain,0.0,0.0
524,Traverse City,US,2022-04-16 00:57:30,44.7631,-85.6206,34.74,60,92,9.46,overcast clouds,0.0,0.0
525,Kamaishi,JP,2022-04-16 00:57:30,39.2667,141.8833,40.53,81,100,14.03,overcast clouds,0.0,0.0
526,Celestun,MX,2022-04-16 00:57:31,20.8667,-90.4,80.04,78,60,18.21,broken clouds,0.0,0.0
527,Quthing,LS,2022-04-16 00:57:31,-30.4,27.7003,49.8,84,100,6.76,overcast clouds,0.0,0.0
528,Manicore,BR,2022-04-16 00:53:46,-5.8092,-61.3003,73.44,99,100,2.19,overcast clouds,0.0,0.0
529,Asgabat,TM,2022-04-16 00:57:32,37.95,58.3833,58.86,63,40,11.5,scattered clouds,0.0,0.0
530,Nizhniy Kuranakh,RU,2022-04-16 00:57:32,58.8353,125.4869,25.83,77,100,5.93,overcast clouds,0.0,0.0
531,Sao Geraldo Do Araguaia,BR,2022-04-16 00:57:32,-6.4006,-48.555,74.43,96,31,1.99,scattered clouds,0.0,0.0
532,Troitsko-Pechorsk,RU,2022-04-16 00:57:32,62.7084,56.1964,23.9,94,100,12.64,light snow,0.0,0.0
533,Omboue,GA,2022-04-16 00:57:33,-1.5746,9.2618,77.05,90,100,1.48,overcast clouds,0.0,0.0
534,Comodoro Rivadavia,AR,2022-04-16 00:57:33,-45.8667,-67.5,64.26,45,0,24.16,clear sky,0.0,0.0
535,Mogadishu,SO,2022-04-16 00:53:18,2.0371,45.3438,81.03,79,93,6.51,overcast clouds,0.0,0.0
536,Lander,US,2022-04-16 00:57:34,42.833,-108.7307,42.98,35,0,17.65,clear sky,0.0,0.0
537,Mana,GF,2022-04-16 00:57:34,5.6592,-53.7767,77.4,87,98,9.06,overcast clouds,0.0,0.0
538,Gondanglegi,ID,2022-04-16 00:57:35,-7.7479,112.0132,82.26,75,19,5.99,few clouds,0.0,0.0
539,Oistins,BB,2022-04-16 00:57:36,13.0667,-59.5333,78.89,78,20,19.57,few clouds,0.0,0.0
540,Buchanan,LR,2022-04-16 00:57:37,5.8808,-10.0467,79.32,88,64,4.92,broken clouds,0.0,0.0
541,Abbeville,FR,2022-04-16 00:57:37,50.1,1.8333,50.49,90,94,6.73,overcast clouds,0.0,0.0
542,Ozimek,PL,2022-04-16 00:57:38,50.6794,18.2137,42.37,95,100,13.22,light rain,0.0,0.0
543,Colon,PA,2022-04-16 00:57:39,9.3592,-79.9014,81.36,84,58,9.93,broken clouds,0.0,0.0
544,Thinadhoo,MV,2022-04-16 00:57:39,0.5333,72.9333,82.58,72,13,3.29,few clouds,0.0,0.0
545,Lagoa,PT,2022-04-16 00:57:39,39.05,-27.9833,58.89,71,100,11.92,overcast clouds,0.0,0.0
546,Shushtar,IR,2022-04-16 00:57:40,32.0455,48.8567,70.97,31,4,0.56,clear sky,0.0,0.0
547,Falkirk,GB,2022-04-16 00:57:40,55.9992,-3.7871,54.16,83,100,2.44,overcast clouds,0.0,0.0
548,Oranjemund,NA,2022-04-16 00:57:40,-28.55,16.4333,55.38,78,0,11.52,clear sky,0.0,0.0
549,Lata,PT,2022-04-16 00:57:41,40.1629,-8.3327,51.87,90,100,1.52,overcast clouds,0.0,0.0
550,Hokitika,NZ,2022-04-16 00:57:41,-42.7167,170.9667,60.91,80,100,15.66,overcast clouds,0.0,0.0
551,Probolinggo,ID,2022-04-16 00:57:42,-7.7543,113.2159,84.16,65,100,1.74,overcast clouds,0.0,0.0
552,Barinas,VE,2022-04-16 00:57:42,8.6226,-70.2075,82.44,65,100,2.3,overcast clouds,0.0,0.0
553,Orcopampa,PE,2022-04-16 00:57:42,-15.2661,-72.3417,47.71,39,9,1.95,clear sky,0.0,0.0
554,Talnakh,RU,2022-04-16 00:57:43,69.4865,88.3972,23.31,94,100,10.58,light snow,0.0,0.0
555,Padang,ID,2022-04-16 00:57:43,-0.9492,100.3543,78.85,78,100,1.7,overcast clouds,0.0,0.0
556,Kiama,AU,2022-04-16 00:57:44,-34.6833,150.8667,74.25,74,73,2.42,broken clouds,0.0,0.0
557,Mataram,ID,2022-04-16 00:57:44,-8.5833,116.1167,85.01,73,86,3.31,overcast clouds,0.0,0.0
558,Tonekabon,IR,2022-04-16 00:57:45,36.8163,50.8738,48.15,67,75,3.49,broken clouds,0.0,0.0
559,Bethanien,NA,2022-04-16 00:57:45,-26.502,17.1583,56.23,25,0,2.26,clear sky,0.0,0.0
560,At-Bashi,KG,2022-04-16 00:57:46,41.1702,75.8106,42.48,52,0,2.93,clear sky,0.0,0.0
561,Barranca,PE,2022-04-16 00:57:46,-10.75,-77.7667,65.77,84,80,10.85,broken clouds,0.0,0.0
562,Los Barrios,ES,2022-04-16 00:57:46,36.1848,-5.4921,56.55,87,7,4.54,clear sky,0.0,0.0
563,Pavlodar,KZ,2022-04-16 00:57:47,52.3,76.95,40.8,56,0,8.95,clear sky,0.0,0.0
564,Broome,US,2022-04-16 00:57:47,42.2506,-75.833,58.98,60,100,1.99,overcast clouds,0.0,0.0
565,Northam,GB,2022-04-16 00:57:48,51.0333,-4.2167,52.61,94,45,3.76,scattered clouds,0.0,0.0
566,Powell River,CA,2022-04-16 00:55:38,49.8496,-124.5361,48.47,49,75,5.75,broken clouds,0.0,0.0
567,Northport,US,2022-04-16 00:57:48,33.229,-87.5772,63.81,61,0,5.91,clear sky,0.0,0.0
568,Bainbridge,US,2022-04-16 00:57:48,47.6262,-122.5212,54.91,45,94,4.0,overcast clouds,0.0,0.0
569,Ouallam,NE,2022-04-16 00:57:49,14.3188,2.0866,83.34,52,99,12.71,overcast clouds,0.0,0.0
570,Taonan,CN,2022-04-16 00:57:49,45.3333,122.7833,55.18,24,79,14.88,broken clouds,0.0,0.0
571,Bosaso,SO,2022-04-16 00:57:49,11.2842,49.1816,82.17,72,43,10.4,scattered clouds,0.0,0.0
572,Khani,GE,2022-04-16 00:57:50,41.9563,42.9566,31.57,82,11,4.94,few clouds,0.0,0.0
573,North Bend,US,2022-04-16 00:53:50,43.4065,-124.2243,51.93,80,0,12.66,clear sky,0.0,0.0
574,Serenje,ZM,2022-04-16 00:57:50,-13.2325,30.2352,61.23,98,42,4.45,scattered clouds,0.0,0.0
575,Pandaan,ID,2022-04-16 00:57:50,-7.6527,112.6875,80.1,67,99,1.01,overcast clouds,0.0,0.0
576,Codajas,BR,2022-04-16 00:57:51,-3.8367,-62.0569,73.26,99,100,2.75,light rain,0.0,0.0
577,Sayyan,YE,2022-04-16 00:57:51,15.1718,44.3244,57.76,45,2,3.4,clear sky,0.0,0.0
578,Mount Isa,AU,2022-04-16 00:57:51,-20.7333,139.5,87.57,29,0,10.36,clear sky,0.0,0.0
579,Sargatskoye,RU,2022-04-16 00:57:52,55.6101,73.4972,51.69,47,99,13.09,overcast clouds,0.0,0.0
580,Vardo,NO,2022-04-16 00:57:52,70.3705,31.1107,36.25,91,100,24.61,overcast clouds,0.0,0.0
581,Gawler,AU,2022-04-16 00:57:52,-34.6,138.7333,81.25,45,0,6.24,clear sky,0.0,0.0
582,Sao Filipe,CV,2022-04-16 00:57:53,14.8961,-24.4956,70.75,77,5,7.0,clear sky,0.0,0.0
583,Abu Dhabi,AE,2022-04-16 00:57:53,24.4667,54.3667,84.31,73,0,1.14,clear sky,0.0,0.0
584,Mimongo,GA,2022-04-16 00:57:54,-1.6195,11.6068,68.29,98,92,2.28,overcast clouds,0.0,0.0
585,Maloy,NO,2022-04-16 00:57:54,61.9353,5.1136,46.72,74,34,11.16,scattered clouds,0.0,0.0
586,Ullapool,GB,2022-04-16 00:57:54,57.8987,-5.1604,56.35,88,100,3.31,overcast clouds,0.0,0.0
587,Nur,PL,2022-04-16 00:57:55,52.6683,22.3221,39.45,88,100,15.86,overcast clouds,0.0,0.0
588,Yangambi,CD,2022-04-16 00:57:55,0.8102,24.4336,69.22,99,100,1.07,overcast clouds,0.0,0.0
589,Ixtapa,MX,2022-04-16 00:57:55,20.7,-105.2,75.22,80,100,1.99,overcast clouds,0.0,0.0
590,Bermeo,ES,2022-04-16 00:57:56,43.4209,-2.7215,58.24,88,0,6.29,clear sky,0.0,0.0
591,Mufumbwe,ZM,2022-04-16 00:57:56,-13.6833,24.8,63.86,97,100,4.29,overcast clouds,0.0,0.0
592,Kayerkan,RU,2022-04-16 00:57:56,69.3497,87.7602,21.02,93,100,13.85,light snow,0.0,0.0
593,Hede,CN,2022-04-16 00:57:57,33.7681,120.2517,56.88,35,100,8.14,overcast clouds,0.0,0.0
594,Komsomolskiy,UZ,2022-04-16 00:57:57,40.4272,71.7189,59.72,51,3,9.22,clear sky,0.0,0.0
595,Cascais,PT,2022-04-16 00:57:57,38.6979,-9.4215,59.97,71,15,12.35,few clouds,0.0,0.0
596,Coari,BR,2022-04-16 00:53:08,-4.085,-63.1414,74.21,97,100,3.47,overcast clouds,0.0,0.0
597,Gimli,CA,2022-04-16 00:57:58,50.6336,-96.9907,21.22,53,100,12.66,overcast clouds,0.0,0.0
598,Muskogee,US,2022-04-16 00:54:22,35.5834,-95.3336,74.55,91,17,10.22,few clouds,0.0,0.0
599,Salihorsk,BY,2022-04-16 00:57:59,52.7876,27.5415,40.87,94,100,14.63,light rain,0.0,0.0
600,Odweyne,SO,2022-04-16 00:57:59,9.4092,45.064,76.98,53,44,4.85,scattered clouds,0.0,0.0
601,Aykhal,RU,2022-04-16 00:58:00,66.0,111.5,11.16,90,100,8.48,overcast clouds,0.0,0.0
602,Kuytun,RU,2022-04-16 00:58:00,54.3419,101.5036,42.17,68,94,9.84,overcast clouds,0.0,0.0
603,Egvekinot,RU,2022-04-16 00:58:00,66.3167,-179.1667,18.73,83,100,15.03,overcast clouds,0.0,0.0
604,Wilmington,US,2022-04-16 00:57:35,34.2257,-77.9447,63.86,60,94,1.99,overcast clouds,0.0,0.0
605,Vila Velha,BR,2022-04-16 00:58:01,-20.3297,-40.2925,75.15,73,40,8.05,scattered clouds,0.0,0.0
606,Najran,SA,2022-04-16 00:57:37,17.4924,44.1277,74.05,44,3,5.39,clear sky,0.0,0.0
607,Tabora,TZ,2022-04-16 00:58:02,-5.0167,32.8,64.06,82,100,1.57,overcast clouds,0.0,0.0
608,Zhezkazgan,KZ,2022-04-16 00:58:02,47.8043,67.7144,56.26,35,99,6.4,overcast clouds,0.0,0.0
609,Pinawa,CA,2022-04-16 00:58:02,50.1489,-95.8811,20.23,94,100,10.54,overcast clouds,0.0,0.0
610,Bemidji,US,2022-04-16 00:58:03,47.4736,-94.8803,19.9,80,100,13.8,overcast clouds,0.0,0.0
611,Oriximina,BR,2022-04-16 00:58:03,-1.7656,-55.8661,75.4,93,100,2.51,overcast clouds,0.0,0.0
612,Korla,CN,2022-04-16 00:58:03,41.7597,86.1469,47.16,12,0,4.85,clear sky,0.0,0.0
613,Fort Nelson,CA,2022-04-16 00:53:31,58.8053,-122.7002,40.59,22,20,5.75,few clouds,0.0,0.0
614,Tabatinga,BR,2022-04-16 00:58:04,-4.2525,-69.9381,80.69,89,40,0.0,scattered clouds,0.0,0.0
615,Pacific Grove,US,2022-04-16 00:58:04,36.6177,-121.9166,63.9,73,100,7.0,overcast clouds,0.0,0.0
616,Toamasina,MG,2022-04-16 00:58:05,-18.1667,49.3833,75.2,100,75,0.0,broken clouds,0.0,0.0
617,Birao,CF,2022-04-16 00:58:05,10.2849,22.7882,81.68,33,100,8.84,overcast clouds,0.0,0.0
618,Pasco,US,2022-04-16 00:58:05,28.292,-82.4165,79.05,66,32,1.01,scattered clouds,0.0,0.0
619,Benguela,AO,2022-04-16 00:58:06,-12.5763,13.4055,76.06,89,100,3.67,overcast clouds,0.0,0.0
620,Batticaloa,LK,2022-04-16 00:58:06,7.7102,81.6924,79.27,86,32,7.2,scattered clouds,0.0,0.0
621,Quatre Cocos,MU,2022-04-16 00:55:08,-20.2078,57.7625,76.08,81,86,21.43,light rain,0.0,0.0
622,Gotsu,JP,2022-04-16 00:58:07,35.0,132.2167,53.4,58,100,15.7,overcast clouds,0.0,0.0
623,Cockburn Town,TC,2022-04-16 00:58:07,21.4612,-71.1419,77.47,81,59,23.58,broken clouds,0.0,0.0
624,Juliaca,PE,2022-04-16 00:58:08,-15.5,-70.1333,41.22,45,0,4.38,clear sky,0.0,0.0
625,Awbari,LY,2022-04-16 00:58:08,26.5921,12.7805,69.12,24,0,10.58,clear sky,0.0,0.0
626,Kampene,CD,2022-04-16 00:58:08,-3.6,26.6667,66.78,97,100,1.19,overcast clouds,0.0,0.0
627,Mantua,IT,2022-04-16 00:58:09,45.1667,10.7833,53.06,72,9,1.01,clear sky,0.0,0.0
628,Ejea De Los Caballeros,ES,2022-04-16 00:58:09,42.1263,-1.1372,59.22,88,0,8.46,clear sky,0.0,0.0
629,Timberlake,US,2022-04-16 00:58:09,37.3207,-79.2575,63.21,53,100,4.68,overcast clouds,0.0,0.0
630,Chimbote,PE,2022-04-16 00:58:10,-9.0853,-78.5783,65.7,87,63,8.63,broken clouds,0.0,0.0
631,Zaysan,KZ,2022-04-16 00:58:10,47.4667,84.8667,45.27,21,0,1.03,clear sky,0.0,0.0
632,Sisimiut,GL,2022-04-16 00:54:14,66.9395,-53.6735,12.06,73,38,10.02,scattered clouds,0.0,0.0
633,Waingapu,ID,2022-04-16 00:58:10,-9.6567,120.2641,84.85,73,33,6.26,scattered clouds,0.0,0.0
634,Pedro Carbo,EC,2022-04-16 00:58:11,-1.8333,-80.2333,73.9,93,77,4.41,light rain,0.0,0.0
635,Gonaives,HT,2022-04-16 00:58:11,19.45,-72.6833,77.83,76,9,4.61,clear sky,0.0,0.0
636,Porto Tolle,IT,2022-04-16 00:58:11,44.9497,12.3245,54.68,53,7,5.82,clear sky,0.0,0.0
637,Khorixas,NA,2022-04-16 00:58:12,-20.3667,14.9667,66.76,54,4,1.39,clear sky,0.0,0.0
638,Konevo,RU,2022-04-16 00:55:35,62.1215,39.3192,22.01,96,10,4.09,clear sky,0.0,0.0
639,Ostrovnoy,RU,2022-04-16 00:54:55,68.0531,39.5131,15.12,95,74,8.72,broken clouds,0.0,0.0
640,Talant,FR,2022-04-16 00:58:12,47.3369,5.0089,54.21,67,0,3.44,clear sky,0.0,0.0
641,Hameenlinna,FI,2022-04-16 00:58:05,60.996,24.4643,27.81,96,17,4.54,few clouds,0.0,0.0
642,Qrendi,MT,2022-04-16 00:58:13,35.8347,14.4583,58.66,88,75,12.66,broken clouds,0.0,0.0
643,Wajir,KE,2022-04-16 00:58:13,1.7471,40.0573,78.93,73,95,10.6,overcast clouds,0.0,0.0
644,Kommunisticheskiy,RU,2022-04-16 00:58:13,61.6789,64.4819,30.96,97,100,5.37,overcast clouds,0.0,0.0
645,Belmonte,BR,2022-04-16 00:58:14,-15.8631,-38.8828,76.17,95,100,14.43,light rain,0.0,0.0
646,Tabalosos,PE,2022-04-16 00:58:14,-6.35,-76.6833,64.6,99,81,1.68,broken clouds,0.0,0.0
647,Eureka,US,2022-04-16 00:58:15,40.8021,-124.1637,51.67,75,100,1.01,overcast clouds,0.0,0.0
648,Necochea,AR,2022-04-16 00:58:15,-38.5473,-58.7368,55.63,67,3,9.42,clear sky,0.0,0.0
649,Dhidhdhoo,MV,2022-04-16 00:56:54,6.8833,73.1,84.33,69,90,8.08,overcast clouds,0.0,0.0
650,Leningradskiy,RU,2022-04-16 00:58:16,69.3833,178.4167,13.14,87,100,9.98,overcast clouds,0.0,0.0
651,Jiamusi,CN,2022-04-16 00:58:16,46.8333,130.35,53.82,30,32,11.95,scattered clouds,0.0,0.0
652,Huarmey,PE,2022-04-16 00:58:17,-10.0681,-78.1522,67.64,84,71,12.86,broken clouds,0.0,0.0
653,Paldiski,EE,2022-04-16 00:58:17,59.3567,24.0531,35.85,69,0,8.05,clear sky,0.0,0.0
654,Lucea,JM,2022-04-16 00:58:17,18.451,-78.1736,80.46,77,2,6.29,clear sky,0.0,0.0
655,Hope,US,2022-04-16 00:58:18,33.6671,-93.5916,73.08,98,100,6.24,overcast clouds,0.0,0.0
656,Qui Nhon,VN,2022-04-16 00:58:18,13.7667,109.2333,80.2,84,87,3.04,overcast clouds,0.0,0.0
657,Gushikawa,JP,2022-04-16 00:58:18,26.3544,127.8686,72.63,60,20,18.23,few clouds,0.0,0.0
658,Rawlins,US,2022-04-16 00:56:30,41.7911,-107.2387,42.35,39,97,19.73,overcast clouds,0.0,0.0
659,Tommot,RU,2022-04-16 00:58:19,58.9564,126.2925,27.45,73,100,7.27,overcast clouds,0.0,0.0
660,Suclayin,PH,2022-04-16 00:58:19,15.7568,121.5503,78.39,91,99,5.59,overcast clouds,0.0,0.0
661,May Pen,JM,2022-04-16 00:58:19,17.9645,-77.2451,81.61,84,0,1.45,clear sky,0.0,0.0
662,Namatanai,PG,2022-04-16 00:53:40,-3.6667,152.4333,85.21,67,26,4.38,scattered clouds,0.0,0.0
663,Isiro,CD,2022-04-16 00:58:20,2.7739,27.616,65.66,96,100,1.68,light rain,0.0,0.0
664,Nishihara,JP,2022-04-16 00:58:01,26.1842,127.7558,72.68,56,40,19.57,scattered clouds,0.0,0.0
665,Samarai,PG,2022-04-16 00:58:20,-10.6167,150.6667,83.37,72,100,8.48,overcast clouds,0.0,0.0
666,Beidao,CN,2022-04-16 00:54:57,34.5686,105.8933,44.15,74,100,3.06,light rain,0.0,0.0
667,Vicksburg,US,2022-04-16 00:58:21,32.3526,-90.8779,71.33,94,100,4.61,overcast clouds,0.0,0.0
668,Loikaw,MM,2022-04-16 00:58:21,19.6742,97.2094,79.59,49,11,1.41,few clouds,0.0,0.0
669,Adana,TR,2022-04-16 00:58:22,36.985,35.2881,53.62,66,0,3.44,clear sky,0.0,0.0
